userId,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
0000e06e07496624211632e8e264126c,0.578947368421,0.421052631579,0.107142857143,0.107142857143,0.0714285714286,0.214285714286,0.142857142857,0.178571428571,0.0357142857143,0.142857142857
000235a2ba2f48231b7d24e1f08d7878,0.45,0.55,0.15625,0.125,0.125,0.09375,0.1875,0.09375,0.0,0.21875
000c4b6e2468f7d528876fd1a6dffd4c,0.617647058824,0.382352941176,0.127272727273,0.163636363636,0.0909090909091,0.127272727273,0.163636363636,0.0909090909091,0.0363636363636,0.2
001187432d2a247562082cd0000dec40,0.730769230769,0.269230769231,0.0847457627119,0.186440677966,0.0338983050847,0.0847457627119,0.254237288136,0.101694915254,0.101694915254,0.152542372881
001494c3b74f124a2e3435fff17f376b,0.875,0.125,0.0192307692308,0.134615384615,0.0192307692308,0.0192307692308,0.384615384615,0.0192307692308,0.0576923076923,0.346153846154
0016684d01925c6e96ba9895801207c8,0.857142857143,0.142857142857,0.0555555555556,0.166666666667,0.0555555555556,0.111111111111,0.194444444444,0.111111111111,0.0833333333333,0.222222222222
001d4fa530e67f4fa73374472a59ef5d,0.818181818182,0.181818181818,0.0322580645161,0.193548387097,0.0,0.0645161290323,0.258064516129,0.0322580645161,0.129032258065,0.290322580645
00200961a099690696e2854d1ac7f186,0.52,0.48,0.135135135135,0.108108108108,0.0810810810811,0.162162162162,0.0810810810811,0.189189189189,0.0810810810811,0.162162162162
0028c7db14b7a987bac0f3163239eaa9,0.92,0.08,0.0232558139535,0.255813953488,0.0232558139535,0.046511627907,0.325581395349,0.0232558139535,0.0697674418605,0.232558139535
002efabe296f426d60b815c26517749a,0.375,0.625,0.0727272727273,0.0909090909091,0.0909090909091,0.109090909091,0.163636363636,0.236363636364,0.109090909091,0.127272727273
002fe3062d7faa7e05b40610bd256a4c,0.740740740741,0.259259259259,0.142857142857,0.228571428571,0.0285714285714,0.0285714285714,0.171428571429,0.0571428571429,0.0857142857143,0.257142857143
00318d5dcc34668f68fba3af27e95c4d,0.551724137931,0.448275862069,0.0975609756098,0.0,0.146341463415,0.146341463415,0.19512195122,0.121951219512,0.0243902439024,0.268292682927
00365f2d35f94b2a814e15194701c702,0.607142857143,0.392857142857,0.0882352941176,0.264705882353,0.147058823529,0.0588235294118,0.147058823529,0.147058823529,0.0,0.147058823529
